uid,latitude,longitude,date,split,season,region,severity,density
dpad,35.70906271,-79.15788641,05/10/2016,train,10,4,1,1053
dpax,35.8937483,-79.02781996,25/11/2014,train,11,4,3,191459
dpck,35.48,-79.05872202,07/07/2021,train,7,4,4,1008607
dpdx,35.65436,-79.01365193,31/08/2016,train,8,4,2,31950
dpeo,37.2953,-120.85,10/07/2018,train,7,3,4,7342500
dpjm,39.21155,-97.00559,10/10/2016,train,10,1,2,98784
dpkl,41.98989,-71.59692,20/07/2017,train,7,2,2,76650
dplb,39.16522,-96.91105,11/07/2016,train,7,1,3,102690
dpmi,35.90477341,-79.11605942,02/07/2019,train,7,4,3,251680
dpmv,35.86762964,-78.81877943,10/08/2016,train,8,4,1,19170
dpny,39.76042711,-99.12676695,06/07/2021,train,7,1,3,133290
dpot,39.08031907,-86.43086667,10/07/2017,train,7,1,2,42699
dpqa,37.9674,-121.464,16/06/2015,train,6,3,4,1260030.5
dpqp,37.4419,-121.003,04/12/2019,train,12,3,4,1810379
dprd,35.48,-79.05921636,14/09/2021,train,9,4,3,143594
dpre,41.25278,-76.04814,07/11/2018,train,11,2,1,8667
dprl,44.198333,-82.503333,01/04/2017,train,4,1,1,245.8129707
dpsd,35.68417798,-79.2041071,23/07/2015,train,7,4,1,13071
dptd,35.65857465,-79.2516625,09/09/2021,train,9,4,1,109
dpty,35.74,-79.07869331,18/09/2017,train,9,4,1,363
dpul,35.70762551,-79.16055584,10/08/2016,train,8,4,1,1452
dpvi,35.64607,-79.01912029,25/05/2016,train,5,4,1,6172
dpvo,37.5356,-122.298,11/07/2016,train,7,3,4,5475000
dpwm,37.16459,-100.43542,29/06/2015,train,6,1,2,23005
dpwz,37.7025,-121.177,11/01/2017,train,1,3,4,2893333.333
dpxy,37.4419,-121.003,11/02/2020,train,2,3,4,1188387.5
dpzn,35.67483622,-79.2214584,10/06/2020,train,6,4,1,726
dqbb,37.6106,-121.229,09/07/2013,train,7,3,4,5690000
dqcd,41.707665,-73.382964,21/07/2015,train,7,2,2,47595.6
dqcg,35.72399354,-79.13015399,27/08/2018,train,8,4,1,5426
dqch,35.88800281,-78.98183602,11/06/2019,train,6,4,2,42697
dqci,35.72617595,-79.12610042,14/08/2019,train,8,4,2,36791
dqfp,38.31806,-96.99139,14/10/2019,train,10,1,2,46305
dqfq,39.16522,-96.91105,28/09/2015,train,9,1,2,46620
dqgj,35.742,-79.22592376,06/04/2016,train,4,4,1,290
dqhv,37.4972,-121.083,03/03/2014,train,3,3,4,5840000
dqjc,37.2639,-120.906,14/09/2016,train,9,3,4,5592500
dqkb,35.742,-79.21349567,24/08/2015,train,8,4,3,486997
dqkc,37.2764,-120.954,09/08/2016,train,8,3,4,6797500
dqmo,35.93,-79.0422111,12/07/2017,train,7,4,1,2287
dqng,36.6519,-120.632,06/03/2019,train,3,3,3,921354.5
dqnw,35.65530104,-79.25774287,10/06/2014,train,6,4,1,15249
dqon,35.71930936,-79.13885436,01/05/2018,train,5,4,1,2178
dqpn,35.90200937,-79.09393741,22/03/2018,train,3,4,3,271991
dqrw,35.88076661,-78.9239211,07/12/2015,train,12,4,1,254
dqrz,35.86974149,-78.83568164,15/11/2017,train,11,4,2,69806
dqss,43.516667,-79.08,14/08/2015,train,8,2,1,3902.15907
dqvq,37.6214,-122.102,09/07/2013,train,7,3,4,3870000
dqvw,35.63337054,-79.2984764,12/10/2015,train,10,4,2,36314
dqvz,39.01688542,-96.82207242,13/08/2021,train,8,1,3,189440
dqwa,39.09447,-96.90462,26/06/2017,train,6,1,2,55125
dqyt,39.1833,-122.051,16/06/2020,train,6,3,4,2539835
dqzo,35.69338666,-79.18700297,21/03/2017,train,3,4,3,136224
drbj,37.66,-120.875,13/05/2014,train,5,3,4,7453893.5
drbr,35.7188303,-79.13974417,28/08/2018,train,8,4,1,13555
drca,41.343441,-73.124386,17/09/2018,train,9,2,1,15163.2
drdb,35.68516272,-79.20227804,22/04/2015,train,4,4,1,12344
drer,35.45,-79.05654693,20/05/2019,train,5,4,1,329
drhf,35.86238107,-78.77677248,10/06/2014,train,6,4,3,171659
drjy,44.736667,-86.721667,08/08/2014,train,8,1,1,668.9637795
drlf,40.067849,-76.898626,21/05/2018,train,5,2,1,2533
drlg,37.1145,-120.89,12/05/2020,train,5,3,4,6365000
drlj,38.26798,-95.246911,24/08/2015,train,8,1,2,31815
drqu,35.7,-79.03904733,10/06/2020,train,6,4,1,16943
drsa,40.02508,-76.52132,21/06/2017,train,6,2,1,5067
drsw,35.64324459,-79.28013643,03/02/2020,train,2,4,1,15027
drun,35.74,-79.02,04/11/2019,train,11,4,4,1439934
drur,35.84,-79.05961183,19/05/2020,train,5,4,1,14486
drvn,44.877646,-93.557842,17/06/2013,train,6,1,1,2872
drvx,35.98,-78.78646639,06/02/2018,train,2,4,1,508
drwn,35.7046979,-79.16599357,02/08/2019,train,8,4,1,290
drxm,37.1366,-120.762,14/04/2020,train,4,3,4,6192500
dryb,35.62711609,-79.31009337,09/09/2015,train,9,4,3,440040
dryy,38.78199034,-85.69828611,20/08/2018,train,8,1,3,675601
dsaf,35.65338479,-79.26130211,24/03/2015,train,3,4,1,9226
dsay,35.60595,-78.99252418,24/08/2016,train,8,4,1,5083
dsbh,35.70283487,-79.16945394,15/07/2014,train,7,4,1,871
dsbv,37.2486,-120.851,11/04/2017,train,4,3,4,5757500
dsca,35.86595258,-78.80535709,12/10/2015,train,10,4,1,1162
dscy,37.9647,-121.149,15/07/2014,train,7,3,4,1722453.5
dsdp,35.61133,-78.9845702,15/09/2016,train,9,4,2,21784
dsdt,44,-82.35,03/04/2018,train,4,1,1,195.8695101
dsea,35.86365439,-78.78696352,25/11/2014,train,11,4,1,15884
dser,39.21155,-97.00559,25/08/2014,train,8,1,2,53550
dsfi,35.70634801,-79.16292867,25/05/2016,train,5,4,2,71162
dsgt,37.4555,-120.722,10/02/2015,train,2,3,4,6242475.5
dshj,37.3978,-120.96,11/08/2015,train,8,3,4,1129770.5
dsht,38.37080661,-98.79520846,18/08/2014,train,8,1,3,466200
dsig,35.71097896,-79.15432717,11/05/2016,train,5,4,1,6151
dsij,36.13,-79.06826276,23/06/2021,train,6,4,1,1162
dsil,38.1602,-121.206,14/03/2018,train,3,3,4,2634273.5
dsjc,36.106,-78.89732498,19/06/2013,train,6,4,2,55187
dski,35.89079791,-79.00420658,13/08/2020,train,8,4,3,208402
dsop,35.67387809,-79.22323802,10/12/2020,train,12,4,1,3475
dspx,37.9031,-122.059,23/06/2021,train,6,3,4,7905000
dsqc,44.198333,-82.503333,30/03/2016,train,3,1,1,173.5465314
dsre,37.3906,-120.958,21/04/2020,train,4,3,4,2836176.5
dsrh,38.36472,-97.10194,31/05/2017,train,5,1,2,62055
dsta,35.8,-79.0397394,21/08/2017,train,8,4,3,274481
dstc,36.028,-78.716,14/01/2013,train,1,4,2,51099
dstq,35.66246039,-79.24444516,02/07/2019,train,7,4,2,98174
dsun,35.64947243,-79.2685689,21/11/2016,train,11,4,1,6073
dsvs,37.6031,-121.132,29/03/2017,train,3,3,4,2588919.998
dswi,36.03,-78.69723268,26/05/2021,train,5,4,1,8169
dsyj,37.8817,-121.249,16/09/2014,train,9,3,4,5145035
dtcy,42.086392,-78.874325,24/09/2019,train,9,2,1,360.4395604
dtdl,35.478,-79.05699183,14/06/2016,train,6,4,1,7588
dtjv,35.636724,-79.29224773,07/12/2015,train,12,4,3,612189
dtmv,37.4542,-120.608,08/03/2019,train,3,3,4,2787329
dtng,35.72362094,-79.13084607,29/07/2013,train,7,4,1,726
dtnw,39.21155,-97.00559,26/10/2015,train,10,1,3,252000
dtow,41.512172,-73.476168,25/06/2019,train,6,2,2,33064.2
dtqn,36.15,-79.10647516,15/07/2020,train,7,4,2,40664
dtrg,39.16522,-96.91105,08/09/2015,train,9,1,1,6615
dtsb,37.3725,-120.923,14/01/2014,train,1,3,3,892046
dtsf,37.5368,-121.049,10/02/2014,train,2,3,4,2399805.5
dtst,35.74,-79.02,18/04/2017,train,4,4,2,95269
dttn,41.512172,-73.476168,20/08/2019,train,8,2,1,1053
dtum,35.90483552,-79.11655654,02/07/2019,train,7,4,2,78423
dtvo,41.1844,-123.7053,23/05/2018,train,5,3,1,8350
dtxz,39.07775,-96.9059,31/10/2016,train,10,1,2,78120
dubv,35.62476,-78.70618091,25/05/2016,train,5,4,1,3665
dudh,35.60595,-78.98929287,25/05/2016,train,5,4,1,2152
dudz,35.63225273,-79.30055262,21/06/2016,train,6,4,2,35062
dufe,36.6519,-120.632,08/03/2016,train,3,3,4,4612500
dufm,35.66568,-79.04735222,26/05/2015,train,5,4,1,2113
duhj,35.85955491,-78.75415335,01/05/2013,train,5,4,1,1598
duie,35.67749769,-79.21651501,27/03/2019,train,3,4,2,29626
dujg,35.68707898,-79.1987188,12/07/2021,train,7,4,1,13555
dujm,35.66376451,-79.24202289,07/11/2018,train,11,4,1,417
dujz,44.09,-86.766667,02/08/2019,train,8,1,1,723.8608072
dulb,35.67779045,-79.21597123,06/12/2018,train,12,4,1,4448
dulj,35.67850905,-79.21463652,11/07/2018,train,7,4,1,145
dulv,37.3865,-121.969,17/07/2018,train,7,3,5,12415000
dumj,35.69950804,-79.17563318,15/01/2014,train,1,4,1,145
dumy,35.976,-78.74719362,13/08/2015,train,8,4,1,484
duqn,35.76,-79.08195595,24/09/2020,train,9,4,2,79764
duqv,35.71869722,-79.13999134,01/06/2019,train,6,4,3,524272
duse,36.03,-78.67734774,28/01/2020,train,1,4,1,8786
duwq,37.5582,-121.164,08/07/2014,train,7,3,4,5510000
duwr,42.052142,-78.876608,01/09/2020,train,9,2,1,11425.33333
duxb,41.69942,-73.27969,02/07/2015,train,7,2,1,9477
duxc,38.8121,-121.774,25/05/2021,train,5,3,4,5012500
duys,35.86433763,-78.79243188,10/06/2015,train,6,4,2,29149
dvad,38.1526,-121.501,20/07/2021,train,7,3,4,2250006.5
dvcb,41.33056393,-85.38360833,07/06/2016,train,6,1,3,260182
dvem,37.2764,-120.954,11/08/2015,train,8,3,4,6526666.667
dvey,43.633333,-82.216667,22/04/2014,train,4,1,1,172.7369959
dvfh,31.62067,-88.35121,16/08/2017,train,8,4,3,204150
dvgu,48.70163,-109.28,06/09/2017,train,9,3,4,3004900
dvhm,37.6106,-121.229,12/05/2020,train,5,3,4,6387500
dvjs,35.66339191,-79.24271497,19/02/2019,train,2,4,1,3590
dvjz,38.72020003,-75.08008333,11/07/2018,train,7,4,3,476000
dvmt,37.2606,-121.992,26/02/2014,train,2,3,4,6335000
dvns,39.07775,-96.9059,06/10/2014,train,10,1,1,8505
dvom,35.64047667,-79.28527755,12/10/2021,train,10,4,3,550413
dvpi,44.822478,-93.367962,06/02/2013,train,2,1,1,2081
dvqp,35.63786843,-79.29012207,07/07/2015,train,7,4,1,254
dvqs,35.639625,-79.28685944,18/10/2017,train,10,4,1,2681
dvsd,38.5901,-121.731,18/09/2018,train,9,3,4,7612500
dvtf,44.37981,-104.77199,16/08/2021,train,8,3,3,205258.92
dvua,39.44676,-87.34945,14/09/2017,train,9,1,4,2022012
dvyt,35.98,-78.79988873,17/12/2018,train,12,4,1,654
dvzt,35.86691534,-78.81306251,07/06/2016,train,6,4,1,2355
dwai,37.61016134,-97.62434449,08/08/2016,train,8,1,3,352800
dwaz,35.91477366,-79.19609634,25/11/2014,train,11,4,3,117473
dwbo,39.21155,-97.00559,12/09/2016,train,9,1,3,371070
dwdc,35.68771773,-79.19753239,17/03/2021,train,3,4,1,2614
dwdp,37.6106,-121.229,02/03/2018,train,3,3,4,4657500
dwds,35.71087251,-79.1545249,25/05/2016,train,5,4,2,65353
dweg,38.1602,-121.206,16/08/2016,train,8,3,4,1442394.5
dwej,38.0455,-121.469,09/04/2019,train,4,3,4,2429114
dwja,39.21067,-96.97298,26/06/2017,train,6,1,3,183645
dwjh,35.66568,-79.04873637,23/09/2015,train,9,4,1,14401
dwkb,35.66469603,-79.24029271,09/05/2018,train,5,4,2,62611
dwkc,40.70249154,-85.935575,13/08/2019,train,8,1,3,503298
dwkx,35.90995987,-79.15756925,02/12/2021,train,12,4,1,17427
dwlp,35.67970671,-79.21241199,20/09/2017,train,9,4,2,82296
dwlr,37.2141,-120.561,08/03/2019,train,3,3,4,4513274
dwlu,37.1366,-120.762,08/07/2014,train,7,3,4,5150000
dwmf,35.8685924,-78.82648485,21/03/2017,train,3,4,1,9682
dwmi,39.16522,-96.91105,11/08/2014,train,8,1,3,401625
dwms,38.3677,-121.521,14/03/2017,train,3,3,4,3476800.005
dwnb,35.66610661,-79.23767271,20/07/2017,train,7,4,1,6777
dwox,35.49,-79.06351711,30/08/2021,train,8,4,2,35726
dwpm,38.36472,-97.10194,07/07/2014,train,7,1,4,1019340
dwqg,38.3068,-121.693,24/03/2021,train,3,3,4,6157500
dwtf,35.88648104,-78.96965648,09/08/2018,train,8,4,2,84232
dwtl,38.1156,-121.494,18/08/2020,train,8,3,4,3213930.5
dwua,35.91185433,-79.17273152,04/09/2013,train,9,4,3,359197
dwvz,35.70951516,-79.15704603,24/08/2016,train,8,4,1,1089
dwyf,37.8817,-121.249,22/08/2017,train,8,3,4,6079650.5
dwza,38.07833,-122.7434,07/08/2017,train,8,3,3,282642
dxas,37.9718,-121.374,19/04/2016,train,4,3,4,1120353.331
dxbz,37.2486,-120.851,12/06/2018,train,6,3,4,6355000
dxcr,36.13,-79.06752125,24/06/2020,train,6,4,1,19606
dxdm,38.36472,-97.10194,28/06/2021,train,6,1,3,625257
dxee,36.03,-79.09105179,15/08/2018,train,8,4,2,25827
dxen,36.84907,-107.60725,06/09/2018,train,9,3,1,1978.381809
dxfa,41.978464,-78.943886,02/09/2020,train,9,2,1,10039.08654
dxga,40.77949407,-85.63747222,30/08/2016,train,8,1,3,655621
dxgk,35.65426307,-79.25967079,10/09/2014,train,9,4,1,36
dxhz,37.4125,-120.759,15/06/2021,train,6,3,4,3363729.5
dxju,35.66568,-79.04824203,25/07/2015,train,7,4,1,417
dxjy,44.74,-82.06,09/08/2017,train,8,1,1,1219.31037
dxkl,35.79,-79.03148394,09/01/2020,train,1,4,1,4829
dxky,38.814,-86.08063972,13/07/2020,train,7,1,3,128385
dxkz,35.68463043,-79.20326672,10/06/2015,train,6,4,2,88952
dxla,47.90445,-98.97187,26/07/2017,train,7,1,3,425000
dxml,37.9286,-121.561,19/05/2020,train,5,3,4,1276313
dxnw,39.1766,-122.189,24/11/2018,train,11,3,4,6572500
dxnz,38.2399,-121.565,20/02/2018,train,2,3,4,6630000
dxqb,35.7,-79.0389979,10/06/2020,train,6,4,1,9359
dxqi,39.66169,-84.64621,02/08/2017,train,8,1,3,647400
dxqv,31.22256,-85.64838,17/08/2017,train,8,4,2,20017
dxqy,35.72226359,-79.1333672,21/05/2018,train,5,4,1,290
dxsf,37.74668,-97.77936,11/07/2016,train,7,1,1,19026
dxsk,35.63866687,-79.28863906,22/04/2015,train,4,4,2,36505
dxsp,38.1297,-121.562,15/06/2021,train,6,3,4,5107500
dxtp,37.8717,-121.526,17/03/2015,train,3,3,4,1517294
dxvm,35.90877972,-79.1481239,24/05/2021,train,5,4,2,43568
dxwk,43.37318,-86.14407,20/06/2017,train,6,1,2,30435
dxxi,35.64122188,-79.2838934,17/06/2021,train,6,4,1,323
dxxk,37.4583,-120.967,11/09/2018,train,9,3,4,1973204
dybu,35.87089059,-78.84487843,11/07/2018,train,7,4,3,772612
dydd,39.08031907,-86.43086667,16/05/2016,train,5,1,1,2545
dyeo,35.65436,-79.00843213,22/06/2016,train,6,4,1,6455
dygr,37.4583,-120.967,09/07/2019,train,7,3,3,804120.5
dyig,37.515,-121.012,11/07/2017,train,7,3,4,1706171
dyir,43.516667,-79.08,27/04/2015,train,4,2,1,549.3976533
dyja,35.98,-78.81753663,28/01/2020,train,1,4,1,15843
dyke,37.4419,-121.003,12/04/2016,train,4,3,4,4734716
dyng,35.573,-78.93336645,24/06/2013,train,6,4,1,6414
dynh,46.10494515,-68.76859317,26/07/2017,train,7,2,3,329467
dynm,41.1844,-123.7053,22/08/2018,train,8,3,1,175
dyoh,37.2953,-120.85,09/01/2018,train,1,3,4,4772500
dyop,35.90868655,-79.14737821,24/05/2021,train,5,4,2,22268
dypp,37.4419,-121.003,09/08/2016,train,8,3,4,2123003
dyqe,35.86635632,-78.8085884,06/04/2016,train,4,4,1,2033
dyrm,38.0739,-121.212,17/07/2018,train,7,3,4,2002512.5
dysm,37.3711,-122.118,26/02/2014,train,2,3,4,6765000
dysr,36.04,-79.08813519,03/05/2018,train,5,4,1,8043
dytc,35.62476,-78.70642947,25/05/2016,train,5,4,2,20747
dytu,43.6,-86.916667,16/04/2015,train,4,1,1,280.36272
dyug,37.2486,-120.851,11/09/2018,train,9,3,4,5737500
dyul,35.51,-79.09263367,24/06/2017,train,6,4,1,3389
dyvc,44.74,-82.06,08/08/2016,train,8,1,1,4930.520691
dywk,39.5984,-91.64976,25/09/2017,train,9,1,2,39600
dywm,37.8817,-121.249,15/04/2014,train,4,3,4,6037316
dyya,37.8189,-121.358,17/11/2020,train,11,3,4,5460915.5
dyyf,35.62623781,-79.31172468,06/04/2016,train,4,4,1,342
dyza,35.68827664,-79.19649428,24/09/2020,train,9,4,1,339
dzaf,37.7705,-121.292,16/07/2013,train,7,3,4,1162335.5
dzan,37.4788,-121.068,05/12/2019,train,12,3,4,4917500
dzbf,35.64646497,-79.27415493,09/08/2018,train,8,4,2,66047
dzbg,35.96,-78.58,27/08/2020,train,8,4,3,723235
dzbx,35.9100841,-79.1585635,12/02/2013,train,2,4,1,3530
dzch,35.65588657,-79.25665533,15/01/2014,train,1,4,2,24150
dzcy,35.79,-79.02767753,07/11/2018,train,11,4,1,5900
dzdx,40.419767,-76.601793,21/06/2018,train,6,2,1,667
dzel,39.81221,-77.18453,10/09/2020,train,9,2,1,9533
dzeo,38.78199034,-85.69828611,22/08/2016,train,8,1,3,521710
dzfg,35.86564201,-78.80287148,09/09/2015,train,9,4,1,3873
dzfk,35.63467466,-79.29605414,20/05/2015,train,5,4,1,1565
dzgd,37.6667,-120.898,29/01/2021,train,1,3,4,3428859.5
dzhr,37.9674,-121.464,17/09/2019,train,9,3,4,1139540
dzhv,38.5901,-121.731,02/12/2014,train,12,3,4,5902500
dzjc,38.48312168,-75.12969166,23/08/2016,train,8,4,2,44500
dzkj,35.90045653,-79.08150932,21/06/2017,train,6,4,1,12410
dzlb,35.61,-79.00370946,13/09/2021,train,9,4,1,4841
dznb,35.72343464,-79.13119211,19/09/2013,train,9,4,1,7745
dznd,35.44,-78.87644579,17/09/2019,train,9,4,1,165
dzob,41.512172,-73.476168,04/06/2015,train,6,2,3,324324
dzon,37.6939,-122.072,07/07/2015,train,7,3,4,7642500
dzpg,35.88,-79.12367815,12/08/2014,train,8,4,2,23236
dzpm,40.4784,-75.26642,12/08/2021,train,8,2,3,766667
dzpr,35.91039467,-79.16104912,23/04/2013,train,4,4,1,7261
dzry,39.25322842,-96.58069682,11/10/2021,train,10,1,2,32403
dzsu,38.307,-121.794,18/05/2016,train,5,3,4,1866079.995
dztm,39.21155,-97.00559,25/07/2016,train,7,1,5,31966200
dzto,38.0739,-121.212,20/07/2021,train,7,3,4,2813381
dzuw,37.7261,-122.163,09/02/2014,train,2,3,4,7165000
dzwu,40.40586,-76.08,16/07/2019,train,7,2,5,12000000
dzxy,38.927118,-80.497177,27/07/2016,train,7,4,1,4407.5
eaam,35.67121663,-79.2281814,22/04/2015,train,4,4,1,508
eabd,35.98,-78.80411428,17/04/2019,train,4,4,1,6789
eacb,35.90499081,-79.11779935,22/08/2019,train,8,4,2,93817
eacl,38.76866665,-75.31788333,28/06/2017,train,6,4,1,3625
eacq,35.70538988,-79.16470829,31/08/2016,train,8,4,1,254
eacr,35.66613322,-79.23762328,21/06/2017,train,6,4,2,40664
eadl,37.2764,-120.954,14/06/2016,train,6,3,4,5850000
eadu,37.9792,-121.57,18/02/2020,train,2,3,4,1598706.5
eaes,35.67,-79.04977448,09/07/2020,train,7,4,1,6898
eaev,35.74,-79.02,04/09/2019,train,9,4,3,425154
eafs,35.90759957,-79.13867855,24/09/2020,train,9,4,1,2905
eahb,35.86526933,-78.79988873,06/08/2015,train,8,4,3,621575
eahy,35.63227934,-79.30050319,07/06/2016,train,6,4,1,5009
eaio,44.74,-82.06,11/08/2014,train,8,1,1,769.7950265
eaja,37.72797,-97.82922,07/06/2016,train,6,1,3,362880
ealo,38.2996,-121.383,15/05/2018,train,5,3,4,5260000
eamv,35.65692454,-79.25472741,10/07/2013,train,7,4,1,1670
eamz,36.055,-78.763,02/12/2013,train,12,4,3,417288
eans,36.055,-78.763,14/05/2015,train,5,4,2,57728
earb,35.66898099,-79.23233385,17/02/2016,train,2,4,1,18880
eatf,41.70986917,-85.0363,02/08/2016,train,8,1,2,37906
eath,35.72508475,-79.12812721,06/06/2018,train,6,4,1,6390
eatw,40.77949407,-85.63747222,30/07/2018,train,7,1,3,128596
eatz,35.8879407,-78.98133889,11/06/2019,train,6,4,3,135788
eaxv,35.66349837,-79.24251723,15/01/2019,train,1,4,1,2004
eayf,35.61133,-78.98307882,31/08/2016,train,8,4,1,14523
eazl,38.5901,-121.731,19/03/2015,train,3,3,4,4030000
ebbr,37.5582,-121.164,09/07/2019,train,7,3,4,6065000
ebfx,37.5477,-121.085,10/03/2020,train,3,3,4,2552861
ebgx,35.65389047,-79.26036287,30/12/2014,train,12,4,2,49650
ebhj,35.66357821,-79.24236893,06/12/2018,train,12,4,1,501
ebhq,37.9674,-121.464,06/01/2016,train,1,3,3,989741
ebio,36.055,-78.763,09/08/2016,train,8,4,3,115767
ebjt,38.814,-86.08063972,23/07/2018,train,7,1,1,15489
ebki,39.474744,-86.898353,28/06/2021,train,6,1,3,267786
ebll,44.09,-86.766667,30/03/2018,train,3,1,1,157.4193833
ebok,35.68836,-78.68927871,11/05/2016,train,5,4,1,726
ebot,35.90014597,-79.0790237,18/04/2017,train,4,4,1,1834
ebpy,35.837,-79.001,22/06/2015,train,6,4,3,823079
ebth,35.69894913,-79.17667129,10/06/2014,train,6,4,1,871
ebue,35.61133,-78.97611909,22/06/2016,train,6,4,1,10373
ebuo,36.17,-79.0713771,31/05/2018,train,5,4,2,69897
ebvt,35.79,-79.03276923,18/05/2020,train,5,4,1,1614
ebwb,39.21155,-97.00559,13/10/2014,train,10,1,2,28980
ebwj,37.8208,-121.5,11/02/2014,train,2,3,3,465444.5
ebwl,35.87061108,-78.84264137,09/05/2018,train,5,4,1,2614
ebwm,35.65668501,-79.25517231,07/08/2013,train,8,4,1,7407
ebwy,35.43,-79.08605896,21/07/2021,train,7,4,1,1529
ebxu,35.63643123,-79.2927915,09/05/2016,train,5,4,1,924
ebyh,35.87974174,-78.91571856,06/08/2015,train,8,4,2,48409
ebyu,39.21067,-96.97298,19/06/2017,train,6,1,3,337995
ecbq,39.07775,-96.9059,22/08/2016,train,8,1,2,22680
ecbs,35.6704448,-79.22961499,22/06/2015,train,6,4,1,4321
ecbt,35.68407152,-79.20430483,23/07/2015,train,7,4,3,387032
ecde,42.027378,-78.967089,26/10/2015,train,10,2,3,173802.037
ecdk,41.840964,-79.009164,30/09/2015,train,9,2,1,707.9052511
ecdr,37.7705,-121.292,19/06/2018,train,6,3,4,1269800
ecee,39.1853,-121.704,18/03/2015,train,3,3,4,6615000
ecef,37.6003,-121.224,11/07/2017,train,7,3,4,5370000
ecej,35.6820488,-79.20806181,19/07/2016,train,7,4,3,121991
ecgc,35.43,-79.08566349,19/05/2021,train,5,4,1,2221
ecgw,39.93722,-77.44972,01/08/2017,train,8,2,1,11333
echc,37.2583,-120.475,29/01/2021,train,1,3,4,2751507.5
eche,35.6398113,-79.2865134,20/09/2017,train,9,4,2,47441
echj,37.9674,-121.464,18/04/2017,train,4,3,3,937637
ecjp,35.7132146,-79.15017472,18/05/2021,train,5,4,2,20332
ecjs,35.47727,-78.88961956,29/07/2016,train,7,4,3,114440
eckg,38.8121,-121.724,09/06/2015,train,6,3,4,3546093.5
eclo,35.742,-79.22468095,03/03/2016,train,3,4,1,145
ecmk,38.76881669,-75.19656666,12/06/2019,train,6,4,1,10600.00038
ecms,35.72407339,-79.13000569,05/07/2018,train,7,4,1,18366
ecny,35.976,-78.75340767,01/12/2015,train,12,4,1,9440
ecoi,35.70461805,-79.16614187,29/09/2019,train,9,4,1,10919
ecol,35.52,-79.08230199,18/09/2017,train,9,4,1,209
ecpz,35.84,-79,15/11/2017,train,11,4,4,1539415
ecqt,39.07775,-96.9059,11/08/2014,train,8,1,2,50715
ectd,35.88166725,-78.9311294,07/06/2016,train,6,4,2,61722
ecur,35.86356122,-78.78621783,25/11/2014,train,11,4,1,726
ecuu,36.15,-79.10692007,23/09/2020,train,9,4,1,2663
ecwp,38.0455,-121.469,28/01/2021,train,1,3,4,1790840
ecxq,35.71204355,-79.15234981,22/06/2016,train,6,4,2,39066
ecxt,35.79,-79.02995149,04/09/2019,train,9,4,1,508
ecyy,41.52798,-84.90757,02/08/2017,train,8,1,3,251972.5
eczl,35.794,-79.01942207,19/07/2016,train,7,4,2,90586
eczm,36.04,-79.0891733,03/05/2018,train,5,4,1,1118
edbb,41.707665,-73.382964,28/08/2018,train,8,2,2,22534.2
edbm,41.55644,-75.71394,26/07/2021,train,7,2,3,340467
edbn,41.43916,-75.2215,20/08/2019,train,8,2,1,0
edbp,37.5477,-121.085,09/07/2019,train,7,3,3,585935
eder,35.62700964,-79.3102911,09/09/2015,train,9,4,2,61850
edex,37.4788,-121.068,10/03/2020,train,3,3,4,5700000
edez,35.64196709,-79.28250925,19/11/2020,train,11,4,2,35177
edfx,35.435,-78.8789314,23/07/2014,train,7,4,1,726
edgf,36.16902,-79.05471787,29/07/2015,train,7,4,1,4790
edhl,35.86148042,-78.76956419,05/12/2013,train,12,4,1,1614
edil,37.5394,-121.122,09/06/2020,train,6,3,4,5265000
edir,35.6914704,-79.19056221,09/08/2018,train,8,4,1,528
edjb,41.512172,-73.476168,31/07/2018,train,7,2,1,15163.2
edmb,35.976,-78.7655872,26/10/2016,train,10,4,1,16136
edmh,35.72231682,-79.13326833,21/05/2018,train,5,4,1,145
edms,35.88461764,-78.95474277,20/09/2017,train,9,4,3,216874
ednc,38.3011,-121.73,17/09/2019,train,9,3,4,1516000
edoh,40.073179,-76.894562,21/05/2018,train,5,2,1,2533
edok,37.3032,-122.075,01/02/2016,train,2,3,4,2282859.998
edop,35.98,-78.81579669,10/12/2019,train,12,4,1,2905
edqh,41.697709,-73.28029,24/07/2018,train,7,2,1,6318
edra,45.77843,-69.12447,18/07/2017,train,7,2,2,51387
edss,37.1366,-120.762,13/07/2017,train,7,3,4,5097500
edwb,35.70517696,-79.16510376,05/10/2016,train,10,4,3,119167
edwc,40.38382,-76.0402,12/08/2019,train,8,2,4,1067933
edwe,35.79,-79.02219037,18/04/2017,train,4,4,2,25818
edyf,41.992305,-78.929219,27/10/2014,train,10,2,1,2745.217391
eeak,35.98,-78.78572071,24/01/2018,train,1,4,2,35736
eebg,35.86387178,-78.78870345,11/02/2015,train,2,4,1,508
eeby,38.8121,-121.774,19/11/2013,train,11,3,4,6105000
eecb,37.6399,-121.78,14/10/2014,train,10,3,4,6165000
eedd,38.307,-121.794,19/02/2020,train,2,3,4,5582500
eeeb,37.78239812,-97.53105031,23/09/2013,train,9,1,1,10395
eeet,38.76866665,-75.31788333,11/10/2017,train,10,4,1,2000
eegy,38.1156,-121.494,21/07/2020,train,7,3,4,2328162.5
eehn,41.992305,-78.929219,17/10/2016,train,10,2,1,11016.61458
eelz,35.65436,-79.0139005,31/08/2016,train,8,4,2,48409
eeme,41.5161,-123.9992,23/10/2018,train,10,3,1,520
